"clean","intermediate","amalgamated","included in"
"Ilex cymosa","Ilex cymosa","Ilex","australia_pollen"
"Ilex mitis","Ilex mitis","Ilex","APD, Phelps, SMPDSv1"
"Ilex mucronata","Ilex mucronata","Ilex","neotoma_north_america_pollen"
"Ilex type","Ilex","Ilex","australia_pollen, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Illecebrum","Illecebrum","Caryophyllaceae","EMPDv2, IbMPD, SMPDSv1"
"Illecebrum verticillatum","Illecebrum","Caryophyllaceae","EMPDv2, SMPDSv1"
"Illecebrum verticillatum type","Illecebrum","Caryophyllaceae","IbMPD"
"Illicium","Illicium","Illicium","CMPD, neotoma_north_america_pollen, SMPDSv1"
"Impatiens","Impatiens","Impatiens","APD, australia_pollen, CMPD, EMPDv2, gaillard_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, Phelps, SMPDSv1"
"Impatiens capensis","Impatiens","Impatiens","neotoma_north_america_pollen"
"Impatiens parviflora","Impatiens","Impatiens","neotoma_extra, SMPDSv1"
"Impatiens type","Impatiens","Impatiens","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Imperata","Imperata","Poaceae","CMPD, SMPDSv1"
"Incarvillea","Incarvillea","Bignoniaceae","CMPD, SMPDSv1"
"Indigofera","Indigofera","Indigofera","APD, australia_pollen, Phelps, SMPDSv1"
"Indigofera schimperi type","Indigofera schimperi","Indigofera","APD, SMPDSv1"
"Indigofera type","Indigofera","Indigofera","neotoma_south_america_pollen, Phelps"
"Inga","Inga","Inga","neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen"
"Inga type","Inga","Inga","neotoma_south_america_pollen"
"Inocarpus","Inocarpus","Inocarpus","australia_pollen"
"Inula","Inula","Asteroideae","EMPDv2, SMPDSv1"
"Inula type","Inula","Asteroideae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Iodes","Iodes","Iodes","CMPD, SMPDSv1"
"Ipomoea","Ipomoea","Convolvulaceae","AMSS, australia_pollen, CMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps, SMPDSv1"
"Ipomoea batatas type","Ipomoea","Convolvulaceae","neotoma_south_america_pollen"
"Ipomoea type","Ipomoea","Convolvulaceae","APD, neotoma_south_america_pollen, Phelps, SMPDSv1"
"Ipomopsis aggregata","Ipomopsis","Polemoniaceae","neotoma_north_america_pollen"
"Iresine","Iresine","Iresine","neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen"
"Iresine type","Iresine","Iresine","neotoma_south_america_pollen"
"Iriartea","Iriartea","Arecaceae","neotoma_south_america_pollen, neotropics_pollen"
"Iriartea deltoidea","Iriartea","Arecaceae","neotoma_south_america_pollen"
"Iriartea type","Iriartea","Arecaceae","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Iriartella","Iriartella","Arecaceae","neotoma_south_america_pollen"
"Iridaceae","Iridaceae","Iridaceae","APD, australia_pollen, CMPD, EMBSeCBIO, EMPDv2, Herzschuh, IbMPD, japanese_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps, SMPDSv1"
"Iris","Iris","Iridaceae","CMPD, EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, SMPDSv1, tatiana_pollen"
"Iris humilis","Iris","Iridaceae","EMPDv2, SMPDSv1"
"Iris pseudacorus","Iris","Iridaceae","EMPDv2, SMPDSv1"
"Iris pseudacorus type","Iris","Iridaceae","EMPDv2, SMPDSv1"
"Iris type","Iris","Iridaceae","EMPDv2, SMPDSv1"
"Iris versicolor","Iris","Iridaceae","neotoma_north_america_pollen"
"Irvingbaileya","Irvingbaileya","Irvingbaileya","australia_pollen"
"Irvingia","Irvingia","Irvingia","AMSS"
"Irvingia gabonensis","Irvingia gabonensis","Irvingia","Phelps"
"Irvingia gabonensis type","Irvingia gabonensis","Irvingia","Phelps"
"Irvingia type","Irvingia","Irvingia","AMSS, APD, Phelps"
"Iryanthera","Iryanthera","Iryanthera","neotoma_south_america_pollen"
"Isoberlinia","Isoberlinia","Isoberlinia","AMSS, Phelps"
"Isoberlinia type","Isoberlinia","Isoberlinia","APD, Phelps, SMPDSv1"
"Isodendrion","Isodendrion","Violaceae","neotoma_north_america_pollen"
"Isoglossa","Isoglossa","Acanthaceae","CMPD, Phelps, SMPDSv1"
"Isophysis","Isophysis","Iridaceae","australia_pollen"
"Isopogon","Isopogon","Isopogon","australia_pollen"
"Isopogon/Petrophile","Isopogon/Petrophile","Proteaceae","australia_pollen"
"Itea","Itea","Itea","CMPD, neotoma_north_america_pollen, SMPDSv1"
"Iva","Iva","Asteroideae","neotoma_north_america_pollen"
"Iva annua","Iva","Asteroideae","neotoma_north_america_pollen"
"Iva annua type","Iva","Asteroideae","neotoma_north_america_pollen"
"Iva frutescens","Iva","Asteroideae","neotoma_north_america_pollen"
"Iva frutescens type","Iva","Asteroideae","neotoma_north_america_pollen"
"Iva type","Iva","Asteroideae","neotoma_north_america_pollen"
"Ixeris","Ixeris","Cichorioideae","CMPD, SMPDSv1"
"Ixora","Ixora","Ixora","australia_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps"
"Ixora type","Ixora","Ixora","australia_pollen, Phelps"
"Jacaranda","Jacaranda","Jacaranda","neotoma_south_america_pollen, neotropics_pollen"
"Jacquemontia","Jacquemontia","Convolvulaceae","australia_pollen, neotoma_north_america_pollen"
"Jacquinia","Jacquinia","Jacquinia","neotropics_pollen"
"Jaegeria","Jaegeria","Asteroideae","neotropics_pollen"
"Jamesonia","Jamesonia","Polypodiales","neotoma_south_america_pollen"
"Jamesonia flexuosa type","Jamesonia","Polypodiales","neotoma_south_america_pollen"
"Jamesonia type","Jamesonia","Polypodiales","neotoma_south_america_pollen"
"Jasione","Jasione","Campanulaceae","EMPDv2, gaillard_pollen, IbMPD, neotoma_north_america_pollen, SMPDSv1"
"Jasione montana","Jasione","Campanulaceae","EMPDv2, SMPDSv1"
"Jasione type","Jasione","Campanulaceae","EMPDv2, IbMPD, SMPDSv1"
"Jasminum","Jasminum","Jasminum","APD, CMPD, EMBSeCBIO, EMPDv2, neotoma_south_america_pollen, Phelps, SMPDSv1"
"Jasminum fruticans","Jasminum fruticans","Jasminum","EMBSeCBIO, EMPDv2, SMPDSv1"
"Jasminum grandiflorum subsp floribundum type","Jasminum grandiflorum subsp floribundum type","Jasminum","APD, SMPDSv1"
"Jasminum type","Jasminum","Jasminum","EMPDv2, SMPDSv1"
"Jatropha","Jatropha","Euphorbiaceae","neotropics_pollen"
"Johnsonia","Johnsonia","Asphodelaceae","australia_pollen"
"Joosia","Joosia","Jacaranda","neotoma_south_america_pollen"
"Juglandaceae","Juglandaceae","Juglandaceae","australia_pollen, CMPD, EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Juglans","Juglans","Juglans","CMPD, dugerdil_pollen, EMBSeCBIO, EMPDv2, Herzschuh, IbMPD, japanese_pollen, moroccan_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, neotropics_pollen, SMPDSv1"
"Juglans cinerea","Juglans cinerea","Juglans","neotoma_north_america_pollen"
"Juglans cinerea type","Juglans cinerea","Juglans","neotoma_north_america_pollen"
"Juglans nigra","Juglans nigra","Juglans","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Juglans nigra type","Juglans nigra","Juglans","neotoma_north_america_pollen"
"Juglans regia","Juglans regia","Juglans","EMBSeCBIO, EMPDv2, gaillard_pollen, IbMPD, SMPDSv1"
"Juglans regia type","Juglans regia","Juglans","EMPDv2, IbMPD, SMPDSv1"
"Juglans type","Juglans","Juglans","EMPDv2, neotoma_south_america_pollen, SMPDSv1"
"Juglans/Pterocarya","Juglandaceae","Juglandaceae","EMPDv2, japanese_pollen, SMPDSv1"
"Julbernardia","Julbernardia","Julbernardia","Phelps"
"Julbernardia type","Julbernardia","Julbernardia","APD"
"Juncaceae","Juncaceae","Juncaceae","CMPD, EMBSeCBIO, EMPDv2, gaillard_pollen, Herzschuh, neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps, SMPDSv1"
"Juncaginaceae","Juncaginaceae","Juncaginaceae","australia_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Juncus","Juncus","Juncaceae","APD, australia_pollen, EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, Phelps, SMPDSv1"
"Juncus type","Juncus","Juncaceae","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Jungia","Jungia","Mutisioideae","neotropics_pollen"
"Jungia type","Jungia","Mutisioideae","neotoma_south_america_pollen"
"Juniperus","Juniperus","Cupressaceae","additional_european_pollen, CMPD, dugerdil_pollen, EMBSeCBIO, EMPDv2, gaillard_pollen, Herzschuh, IbMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, Phelps, SMPDSv1, tatiana_pollen"
"Juniperus communis","Juniperus","Cupressaceae","EMPDv2, neotoma_north_america_pollen, neotoma_extra, SMPDSv1"
"Juniperus communis","Juniperus communis","Cupressaceae","EMBSeCBIO"
"Juniperus communis type","Juniperus","Cupressaceae","EMPDv2, SMPDSv1"
"Juniperus communis/Thuja occidentalis type","Juniperus communis/Thuja occidentalis","Cupressaceae","neotoma_north_america_pollen"
"Juniperus excelsa","Juniperus","Cupressaceae","Phelps"
"Juniperus excelsa type","Juniperus","Cupressaceae","APD"
"Juniperus excelsa/Juniperus oxycedrus","Cupressaceae","Cupressaceae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Juniperus oxycedrus type","Juniperus","Cupressaceae","EMPDv2, SMPDSv1"
"Juniperus procera","Juniperus","Cupressaceae","Phelps"
"Juniperus procera type","Juniperus","Cupressaceae","APD, Phelps, SMPDSv1"
"Juniperus sabina","Juniperus","Cupressaceae","EMPDv2, SMPDSv1"
"Juniperus sabina","Juniperus sabina","Cupressaceae","EMBSeCBIO"
"Juniperus type","Juniperus","Cupressaceae","additional_european_pollen, APD, EMBSeCBIO, EMPDv2, IbMPD, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, Phelps, SMPDSv1"
"Juniperus/Calocedrus","Juniperus/Calocedrus","Cupressaceae","neotoma_north_america_pollen"
"Juniperus/Thuja","Juniperus/Thuja","Cupressaceae","neotoma_north_america_pollen"
"Jurinea type","Jurinea","Carduoideae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Justicia","Justicia","Acanthaceae","australia_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen, Phelps"
"Justicia anselliana type","Justicia","Acanthaceae","APD, SMPDSv1"
"Justicia odora type","Justicia","Acanthaceae","APD, SMPDSv1"
"Justicia striata type","Justicia","Acanthaceae","APD, Phelps"
"Justicia type","Justicia","Acanthaceae","APD, australia_pollen, Phelps"
"Kadua","Kadua","Rubiaceae","neotoma_north_america_pollen"
"Kallstroemia","Kallstroemia","Zygophyllaceae","neotoma_north_america_pollen"
"Kalmia","Kalmia","Kalmia","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Kalmia procumbens","Kalmia procumbens","Kalmia","EMPDv2, SMPDSv1"
"Kalmia procumbens type","Kalmia procumbens","Kalmia","EMPDv2, SMPDSv1"
"Keetia gueinzii type","Keetia gueinzii","Keetia","APD"
"Keteleeria","Keteleeria","Keteleeria","CMPD, EMPDv2, Herzschuh, SMPDSv1"
"Khaya type","Khaya","Khaya","APD"
"Kielmeyera","Kielmeyera","Kielmeyera","neotoma_south_america_pollen"
"Kiggelaria africana","Kiggelaria africana","Kiggelaria","APD"
"Klaineanthus gaboniae","Klaineanthus","Klaineanthus","APD, Phelps"
"Klainedoxa","Klainedoxa","Klainedoxa","Phelps"
"Kleinhovia","Kleinhovia","Kleinhovia","CMPD, EMBSeCBIO, SMPDSv1"
"Knautia","Knautia","Caprifoliaceae","EMBSeCBIO, EMPDv2, gaillard_pollen, neotoma_north_america_pollen, SMPDSv1"
"Knautia arvensis","Knautia","Caprifoliaceae","EMPDv2, SMPDSv1"
"Knautia arvensis type","Knautia","Caprifoliaceae","EMPDv2, SMPDSv1"
"Knautia type","Knautia","Caprifoliaceae","EMBSeCBIO, EMPDv2, SMPDSv1"
"Knightia","Knightia","Knightia","australia_pollen, southern_hemisphere_pollen"
"Knorringia","Knorringia","Polygonaceae","EMPDv2, SMPDSv1"
"Kochia","Kochia","Amaranthaceae","CMPD, SMPDSv1"
"Kochia type","Kochia","Amaranthaceae","neotoma_north_america_pollen"
"Koelreuteria","Koelreuteria","Koelreuteria","CMPD, SMPDSv1"
"Koenigia","Koenigia","Koenigia","CMPD, Herzschuh, neotoma_north_america_pollen, neotoma_south_america_pollen, Phelps, SMPDSv1"
"Koenigia alaskana","Koenigia alaskana","Koenigia","neotoma_north_america_pollen"
"Koenigia islandica","Koenigia islandica","Koenigia","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Koenigia type","Koenigia","Koenigia","neotoma_south_america_pollen, Phelps"
"Koenigia/Persicaria/Polygonum","Polygonaceae","Polygonaceae","EMPDv2, SMPDSv1"
"Kohautia","Kohautia","Rubiaceae","APD"
"Kohautia caespitosa type","Kohautia","Rubiaceae","APD, SMPDSv1"
"Korthalsella","Korthalsella","Santalaceae","neotoma_north_america_pollen"
"Kotschya","Kotschya","Kotschya","APD, Phelps, SMPDSv1"
"Kotschya type","Kotschya","Kotschya","Phelps"
"Krascheninnikovia","Krascheninnikovia","Amaranthaceae","CMPD, SMPDSv1"
"Kunzea","Kunzea","Kunzea","australia_pollen"
"Kunzea muelleri type","Kunzea muelleri","Kunzea","australia_pollen"
"Kunzea type","Kunzea","Kunzea","australia_pollen"
"Labatia","Labatia","Labatia","neotoma_south_america_pollen"
"Labordia","Labordia","Labordia","neotoma_north_america_pollen"
"Laburnum","Laburnum","Laburnum","EMPDv2, SMPDSv1"
"Laburnum anagyroides","Laburnum anagyroides","Laburnum","EMPDv2, SMPDSv1"
"Laccosperma secundiflorum","Laccosperma secundiflorum","Arecaceae","Phelps"
"Lachemilla","Lachemilla","Lachemilla","neotoma_south_america_pollen"
"Lachemilla type","Lachemilla","Lachemilla","neotoma_south_america_pollen"
"Lacistema","Lacistema","Lacistema","neotoma_south_america_pollen, neotropics_pollen"
"Lacmellea","Lacmellea","Lacmellea","neotoma_south_america_pollen, neotropics_pollen"
"Lacmellea aculeata type","Lacmellea aculeata","Lacmellea","neotoma_south_america_pollen"
"Lacmellea type","Lacmellea","Lacmellea","neotoma_south_america_pollen"
"Lactuca","Lactuca","Cichorioideae","EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Lactuca sativa type","Lactuca","Cichorioideae","EMPDv2, SMPDSv1"
"Lactuca type","Lactuca","Cichorioideae","EMPDv2, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Lafoensia","Lafoensia","Lafoensia","neotoma_south_america_pollen, neotropics_pollen"
"Lagarostrobos","Lagarostrobos","Lagarostrobos","australia_pollen"
"Lagarostrobos franklinii","Lagarostrobos franklinii","Lagarostrobos","australia_pollen, southern_hemisphere_pollen"
"Lagerstroemia","Lagerstroemia","Lagerstroemia","CMPD, SMPDSv1"
"Lagotis","Lagotis","Plantaginaceae","neotoma_north_america_pollen"
"Lagotis glauca","Lagotis","Plantaginaceae","neotoma_north_america_pollen"
"Laguncularia","Laguncularia","Laguncularia","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Laguncularia racemosa","Laguncularia","Laguncularia","neotoma_north_america_pollen"
"Laguncularia type","Laguncularia","Laguncularia","neotoma_north_america_pollen"
"Lamanonia","Lamanonia","Lamanonia","neotoma_south_america_pollen"
"Lamanonia speciosa type","Lamanonia speciosa","Lamanonia","neotoma_south_america_pollen"
"Lambertia","Lambertia","Lambertia","australia_pollen"
"Lambertia formosa type","Lambertia","Lambertia","australia_pollen"
"Lamiaceae","Lamiaceae","Lamiaceae","APD, australia_pollen, CMPD, dugerdil_pollen, EMBSeCBIO, EMPDv2, Herzschuh, IbMPD, moroccan_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, neotropics_pollen, Phelps, SMPDSv1, tatiana_pollen"
"Lamium","Lamium","Lamiaceae","CMPD, EMPDv2, gaillard_pollen, SMPDSv1"
"Lamium album type","Lamium","Lamiaceae","EMPDv2, neotoma_extra, SMPDSv1"
"Lamium album/Veronica type","Lamiaceae","Lamiaceae","EMPDv2, SMPDSv1"
"Lamium type","Lamium","Lamiaceae","EMBSeCBIO, EMPDv2, IbMPD, neotoma_extra, SMPDSv1"
"Landolphia type","Landolphia","Apocynaceae","AMSS, APD, Phelps, SMPDSv1"
"Langsdorffia hypogaea","Langsdorffia","Balanophoraceae","neotropics_pollen"
"Lannea","Lannea","Lannea","AMSS, CMPD, Phelps, SMPDSv1"
"Lannea type","Lannea","Lannea","APD, Phelps, SMPDSv1"
"Lannea/Sclerocarya","Lannea/Sclerocarya","Anacardiaceae","APD, Phelps"
"Lantana","Lantana","Lantana","australia_pollen, neotoma_north_america_pollen, neotoma_south_america_pollen, neotropics_pollen"
"Lantana camara","Lantana camara","Lantana","australia_pollen"
"Lapageria","Lapageria","Philesiaceae","neotoma_south_america_pollen"
"Laportea","Laportea","Urticaceae","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Laportea aestuans type","Laportea","Urticaceae","APD, SMPDSv1"
"Laportea type","Laportea","Urticaceae","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Lardizabalaceae","Lardizabalaceae","Lardizabalaceae","CMPD, Herzschuh, SMPDSv1"
"Larix","Larix","Larix","CMPD, EMBSeCBIO, EMPDv2, Herzschuh, IbMPD, japanese_pollen, neotoma_north_america_pollen, neotoma_extra, SMPDSv1"
"Larix decidua","Larix decidua","Larix","EMPDv2, SMPDSv1"
"Larix decidua type","Larix decidua","Larix","EMPDv2, SMPDSv1"
"Larix gmelinii var gmelinii","Larix gmelinii var gmelinii","Larix","EMPDv2, SMPDSv1"
"Larix laricina","Larix laricina","Larix","neotoma_north_america_pollen"
"Larix sibirica","Larix sibirica","Larix","dugerdil_pollen, EMPDv2, SMPDSv1, tatiana_pollen"
"Larix type","Larix","Larix","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Larix/Pseudotsuga","Larix/Pseudotsuga","Larix/Pseudotsuga","EMPDv2, neotoma_north_america_pollen, neotoma_extra, SMPDSv1"
"Larrea","Larrea","Larrea","neotoma_north_america_pollen, neotoma_south_america_pollen"
"Laserpitium","Laserpitium","Apiaceae","EMPDv2, SMPDSv1"
"Laserpitium latifolium type","Laserpitium","Apiaceae","EMPDv2, SMPDSv1"
"Laserpitium prutenicum","Laserpitium","Apiaceae","EMPDv2, SMPDSv1"
"Lastarriaea chilensis type","Lastarriaea","Polygonaceae","neotoma_south_america_pollen"
"Lathyrus","Lathyrus","Fabaceae (herbs)","CMPD, EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Lathyrus japonicus","Lathyrus","Fabaceae (herbs)","EMPDv2, SMPDSv1"
"Lathyrus oleraceus","Lathyrus","Fabaceae (herbs)","EMPDv2, SMPDSv1"
"Lathyrus type","Lathyrus","Fabaceae (herbs)","EMBSeCBIO, EMPDv2, neotoma_north_america_pollen, neotoma_south_america_pollen, neotoma_extra, SMPDSv1"
"Lathyrus/Vicia","Fabaceae (herbs)","Fabaceae (herbs)","EMPDv2, neotoma_south_america_pollen, SMPDSv1"
"Lathyrus/Vicia type","Fabaceae (herbs)","Fabaceae (herbs)","EMPDv2, IbMPD, SMPDSv1"
"Lauraceae","Lauraceae","Lauraceae","australia_pollen, CMPD, Herzschuh, neotoma_north_america_pollen, neotoma_south_america_pollen, SMPDSv1"
"Laurelia","Laurelia","Laurelia","australia_pollen, neotoma_south_america_pollen, southern_hemisphere_pollen"
"Laurembergia","Laurembergia","Haloragaceae","neotoma_south_america_pollen, Phelps"
"Laurembergia repens","Laurembergia","Haloragaceae","Phelps"
"Laurembergia tetrandra","Laurembergia","Haloragaceae","APD, Phelps, SMPDSv1"
"Laurembergia type","Laurembergia","Haloragaceae","australia_pollen"
"Laurus","Laurus","Laurus","EMPDv2, SMPDSv1"
"Lavandula","Lavandula","Lavandula","SMPDSv1"
"Lavandula stoechas type","Lavandula stoechas","Lavandula","EMPDv2, IbMPD, SMPDSv1"
"Laxmannia","Laxmannia","Asparagaceae","australia_pollen"
"Lechea","Lechea","Cistaceae","neotoma_north_america_pollen"
"Lecythidaceae","Lecythidaceae","Lecythidaceae","neotoma_south_america_pollen, neotropics_pollen"
"Lecythis","Lecythis","Ericaceae","IbMPD, neotropics_pollen, SMPDSv1"
"Ledum","Ledum","Ledum","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Ledum palustre","Ledum","Ledum","CMPD, EMPDv2, SMPDSv1"
"Ledum type","Ledum","Ledum","EMPDv2, neotoma_north_america_pollen, SMPDSv1"
"Ledum/Chamaedaphne","Ledum/Chamaedaphne","Ericaceae","neotoma_north_america_pollen"
"Ledum/Chamaedaphne calyculata","Ledum/Chamaedaphne","Ericaceae","neotoma_north_america_pollen"
"Leea","Leea","Leea","australia_pollen"
"Legousia","Legousia","Campanulaceae","EMPDv2, neotoma_south_america_pollen, SMPDSv1"
"Leiphaimos","Leiphaimos","Gentianaceae","CMPD, SMPDSv1"
"Leitneria floridana","Leitneria","Leitneria","neotoma_north_america_pollen"
"Leonotis","Leonotis","Apiaceae","Phelps"
"Leonotis type","Leonotis","Apiaceae","Phelps"
"Leontice leontopetalum","Leontice","Berberidaceae","EMPDv2, SMPDSv1"
"Leontodon helveticus","Leontodon","Cichorioideae","EMPDv2, SMPDSv1"
